feedId,descr,trim_audio
21047,Miami County Fire Dispatch,False
21049,"Illinois State Police Troops 1,2,3,4,5",False
21064,Conecuh Rescue,False
21083,Madison Parish Fire,False
21084,Somersworth Fire,False
21136,WESCOM Fire - North,False
21160,Autauga County Rescue Squad,False
21161,Tallahatchie Fire,False
21181,"Lee, Clark and Hancock Counties Public Safety",False
21192,Washington Township Vol Ambulance,False
21216,New York State Thruway Authority - Albany Division,True
21219,Munday Fire,False
21220,Forsyth County EMS,False
21221,West Glocester Fire ,False
21242,Winston-Salem Police Dispatch,False
21258,Okay Fire,False
21281,Lancaster County Rural Fire and Rescue,True
21291,Lyons Fire Rescue,False
21297,Philadelphia Police Dispatch - East,False
21300,Dalton Fire,False
21314,Perry County Fire and EMS,False
21334,Chaudiere-Appalaches County Fire and EMS,False
21339,Loveland Fire Rescue Authority and EMS,False
21343,Blue Fire,False
21357,Cameron Fire,False
21365,Lane County Fire,False
21377,Penobscot County Public Safety,False
21385,Isabella County Police and Fire,False
21388,Mercer Fire and EMS,False
21397,Sedan Fire,False
21428,Sigourney Fire,False
21459,Carlstadt EMS Dispatch,False
21460,Covington Fire,False
21468,Contra Costa County Fire - Central,False
21485,Wagoner Fire,False
21491,Francesville Fire,False
21492,Vergennes Rescue,False
21517,Oakley Fire,False
21518,Campbell River Fire and EHS,False
21519,Upton Fire and EMS,False
21526,Seward County Sheriff and Milford Police,False
21530,Grand Bank Fire,False
21546,Schuyler County Fire,False
21550,Baileyville Fire,False
21561,Summerville/Princeton Southern Bay Fire,False
21577,Pownal Rescue,False
21580,Saint Joseph Fire,False
21582,Tynan Fire,False
21590,Jefferson County Fire and EMS Paging,True
21601,"Falmouth Police, Fire and EMS",False
21620,Pleasant Point Fire,False
21621,Monongalia County Public Safety - SIRN Digital,False
21633,St Martin Parish Fire,False
21635,Rowley Fire Dispatch,False
21649,"Deaf Smith County Sheriff, Hereford Police and Fire",False
21653,Twin Loops Fire Mutual Aid,False
21656,Cheboygan County Fire,False
21658,Clinton Fire,False
21675,Clayton Fire,False
21700,Columbia County Public Safety,False
21713,Baxter Springs Fire,False
21720,Cuero Fire,False
21728,Chester and Auburn Fire,False
21729,Lodi Volunteer Ambulance Rescue,False
21738,"Pittsburgh Police, Fire and EMS",True
21765,Contra Costa County Fire - East,False
21773,Idaville Fire,False
21778,Macomb Fire,False
21791,"East Alton, Hartford, Roxana, S. Roxana and Wood River Police / Fire",True
21793,Union County Fire Dispatch,False
21818,St Clair County Fire ,False
21841,"Morgan County Sheriff, Fire and EMS",False
21872,Madison Fire,False
21879,"Plymouth County Police, Fire and EMS",False
21893,Washington State Patrol Dispatch - Dist 1 East / West,False
21897,Emmet County Fire Dispatch,False
21899,Groveland Fire and Holly Village Fire Dispatch,False
21904,Brookfield Fire Dispatch,False
21905,"Elkhart, Goshen & Elkhart County Police, Fire & EMS",False
21909,Sebastopol Police Dispatch,True
21924,North Reading Police Dispatch,False
21933,Sedan City Fire,False
21953,Avinger Fire,False
21959,Keswick Ridge Fire,False
21968,Jennings Fire,False
21977,Conejos County Fire Dispatch - South,False
21979,Midland County Volunteer EMS Dispatch ,False
21980,Houston County Volunteer EMS Dispatch,False
21983,Chester County Fire/EMS - Analog,False
21991,"Fort Lee, Englewood, Edgewater and New Cliffside Park",False
22020,Sand Hollow FPD,False
22021,Terlingua Fire and EMS,False
22051,Camden Fire,False
22055,Stanley Fire,False
22058,Ouachita Parish Public Safety,False
22059,Leesville Fire,False
22060,Olivehurst Fire,False
22064,Fort Lee Fireground ,False
22067,Midlothian Fire,False
22081,"Sebastian County Public Safety, Van Buren, Poteau and Sallisaw Police",False
22098,Scottsburg Fire,False
22101,Franklin County Fire and EMS Alerts,False
22112,Jackson County Public Safety,False
22114,Yell County Fire,False
22116,La Crosse City Fire - Digital,False
22123,"Palos Heights and Orland Park Police, Fire / EMS",False
22161,Lyon County EMA,False
22163,Aransas Pass Fire,False
22166,Emery Volunteer Fire,False
22171,Quitman County Fire,False
22173,Verona Fire Rescue,False
22177,Lugoff Fire Dispatch,False
22186,Belen Fire,False
22195,Hodgdon Fire,False
22200,Lower Township Fire Dispatch,False
22202,Wayne Fire Dispatch 1,False
22222,North Central Colorado Counties Search and Rescue,False
22236,Gilroy Fire and EMS,False
22248,Port Au Choix Fire,False
22258,Allegheny County Fire Ops 2 - West,True
22263,San Saba Volunteer Fire,False
22273,Hants County Fire,True
22276,Rush County Fire and EMS Dispatch ,False
22297,Aransas Pass EMS,False
22301,Riverside City Fire,True
22305,Rock Rapids Fire,False
22306,Edgefield County Fire Dispatch,False
22307,Liberty Fire,False
22314,Moulton Fire Dispatch,False
22322,OCFA Dispatch 5B,False
22324,Rockport Fire,False
22333,Eureka Fire,False
22346,Somerset County Fire and EMS - Digital,False
22350,Valley Township Fire,False
22352,Goochland County Fire and EMS,True
22365,Palacios Fire,False
22366,Echo Poland Volunteer Fire,False
22372,Allegheny County Fire Ops 3 - West,True
22378,Big Stone Gap Fire,False
22383,Baker Brook Fire,False
22385,Cross Rural Fire,False
22390,Holmes County Fire and EMS,False
22418,Amistad Fire,False
22462,Elmore County Fire Dispatch,False
22466,Rush Township Fire,False
22483,Mattapoisett Fire,False
22514,"Hancock County Sheriff, Fire and EMS, Greenfield Police Dispatch",False
22515,Beech Island Fire,False
22519,Yale Fire,False
22532,Prairie Township Fire,False
22540,Hyannis Fire Rescue,False
22547,Columbiana County EMS,False
22552,Pine Brook Fire,False
22555,Old Lyme Fire and EMS,False
22562,Plentywood Fire,False
22565,Hallettsville Volunteer Fire,False
22575,Pontiac Fire,False
22578,Shiawassee County Police Dispatch,False
22607,"Rowan County Fire and EMS, Salisbury Fire",False
22639,South Polk County Volunteer Fire,False
22645,Franklin Lakes Fire,False
22646,Poudre Fire Authority and EMS,False
22653,Chelmsford Police and Fire,False
22669,Eatonton Fire,False
22670,St Johns Fire,False
22682,"Schertz Police, Fire and EMS",True
22685,Wilton Fire Dispatch - Analog,False
22694,La Grange Fire,False
22695,Lincoln Fire Dispatch,False
22705,Killington Fire Rescue,False
22709,"Bullhead City / Mohave Valley Police, Sheriff, Fire and EMS",True
22724,Greenwood County Fire District 1 - South,False
22725,Greenwood County  Fire District 1 - Central,False
22726,Greenwood County Fire District 1 - North,False
22727,Glenwood Fire Dispatch,False
22737,Imperial Volunteer Fire,False
22772,Richland Rural Fire Dispatch,False
22773,New Douglas Fire,False
22787,Carbon County EMS,False
22788,Wagener Fire,False
22791,Maddock Fire,False
22798,Petersburg Police,True
22808,Patchogue Fire Department,False
22815,Aurelia Fire,False
22816,East Bay Regional Parks Fire Dispatch,False
22835,Tucson Police Dispatch,True
22836,DuComm Fire  - East,False
22837,DuComm Fire - West,False
22840,Falmouth Police,False
22865,"Loudonville Police, Fire and EMS",False
22869,Windsor Volunteer Fire,False
22876,Boyle County Fire Dispatch,False
22884,Allendale County Fire,False
22910,Monmouth Fire Department,False
22914,Tres Arroyos Fire and EMS,False
22948,Senatobia Fire,False
22982,Bradley Beach Fire,False
22986,Sheridan County EMS,False
22988,"Henry County Fire, EMS, Napoleon Police / Fire Dispatch",False
22989,Bienville Parish Fire 4 and 5,False
22992,Pine Strawberry Fire,False
22993,Saline County Fire,False
22996,Drummond Fire,False
23007,Koochiching County Fire,False
23023,Pelham Valley Fire and Rescue,False
23024,Morris County Fire,False
23028,Carlstadt Fire,False
23034,Stutsman County Fire,False
23035,Erath County Fire,False
23054,Wenham Fire,False
23058,Cleveland Fire and EMS,False
23067,Port Saunders Fire,False
23071,McMullen Valley Fire,False
23073,Rugby Volunteer Fire,False
23077,Pepperell Fire and EMS,False
23096,"Monroe County Sheriff, Monroe City Police, Fire and EMS Dispatch",False
23100,Washington County Fire Dispatch,False
23103,Essex County Fire Mutual Aid,False
23104,Moose Jaw Fire,False
23105,Trousdale County Rescue,False
23106,Montgomery County Fire/EMS West - Digital,False
23148,Escondido Fire,False
23150,North Park Fire Protection District and Loves Park Fire,True
23160,Irvington Fire,False
23170,Fairhaven Fire,False
23209,McComb Fire,False
23210, Sparta Fire,False
23242,Boxford Fire,False
23261,Clark Fire,False
23262,"Goodhue County Sheriff, Red Wing and all county Police and Fire",True
23265,Pennington County Public Safety,False
23269,Washington County Public Safety,True
23295,Yell County Sheriff,False
23313,Orange County Vegetation/Wildland Fires,False
23314,"Decatur County Sheriff, Fire and EMS, Greensburg Police",False
23326,Sigourney Ambulance,False
23333,Ellendale Fire,False
23336,Newaygo County Public Safety,True
23348,Jonesboro Fire,False
23355,Brighton Fire,False
23383,Yolo County Fire Dispatch - Green,False
23384,Woodland Fire Dispatch - Gold,False
23403,Alabama Coushatta Fire,False
23421,Crawford County Public Safety,False
23432,York County Fire,False
23437,Pottawattamie County Fire and EMS,False
23441,Beaver Island Fire,False
23453,Ainsworth Fire ,False
23459,Elgin Rural Fire Protection District,False
23465,"Gibson County Sheriff, Fire and EMS, Princeton Police",False
23470,Glen Cove Police ,False
23474,Klamath County Public Safety,False
23475,Johnson County Fire Dispatch,False
23478,Gardner Fire,False
23485,Joy Mountain Fire ,False
23492,Caddo Parish Fire District 6,False
23493,Shasta County Sheriff and Redding Police Dispatch,True
23500,Santa Barbara City Fire Dispatch,False
23504,Hohenwald Fire,False
23505,Brown County Rural Fire,False
23517,"Houghton and Keweenaw Counties Police, Fire and EMS",True
23529,Bear Lake County Ambulance ,False
23537,Sandwich Fire,False
23538,Lavallette Fire,False
23554,Stanberry Fire,False
23555,Rutherford County Fire and EMS Dispatch,False
23556,Rutherford County Fire and Rescue Ops,False
23557,Macon County Fire Dispatch,False
23572,Sacramento County Sheriff and Area Police - South,False
23581,Paterson Fire 1 and 2,False
23588,Martinsville Fire,False
23601,Ruidoso  Fire,False
23604,Sebastian County Fire and Rescue,False
23607,St. Louis County Fire and EMS - North,False
23612,Robbins Fire,False
23625,Cumberland and Cape May Counties Fire / EMS,False
23630,Kansas City Regional Public Safety,True
23651,Bosque Farms Fire and EMS,False
23658,Cuero EMS,False
23659,"Morris Township, Morris Plains and Hanover Twp Police, Fire / EMS",False
23661,Kenosha City Fire Dispatch,False
23670,Noel Fire,False
23681,"Jefferson County Public Safety Divisions 1, 2, and 3",True
23691,Miami County EMS and Osawatomie Fire Department,True
23702,Billerica Police and Fire,False
23719,Lincoln County Sheriff,False
23720,Caliente Fire/EMS,False
23723,Newton Fire Rescue,False
23754,Jefferson County Fire Paging,False
23777,Madison County Fire,False
23798,Hasbrouck Heights Fire,False
23800,Northport Fire,False
23811,Nanuet Community Ambulance ,False
23821,Burleigh County Fire and  EMS,False
23822,Clinton County Fire Dispatch,False
23823,Pittsburgh Fire Ground 2,False
23839,Bolton Fire,False
23854,Norwalk Police Dispatch,False
23882,Van Buren County Fire Dispatch - East,False
23883,Van Buren County Fire Dispatch - West,False
23897,Mt Olive Fire,False
23910,Kenedy Fire,False
23911,Georgiana Fire Rescue,False
23913,Tom Fire,False
23917,Magee Fire,False
23924,Centre County Public Safety,False
23928,Oakes Fire,False
23944,Flatwoods Fire,False
23953,Oakland Fire,False
23956,Onalaska Fire,False
23980,"Peekskill Police, Fire and EMS",False
24009,Green County Fire Rescue,False
24026,Middlesex County Fire and EMS - Northwest,False
24028,Sweet Home Fire,False
24036,Cascade Rural Fire Protection Dist,False
24050,Fessenden Fire Protection District,False
24051,Long Beach Police Dispatch,False
24052,San Joaquin County Sheriff Dispatch,False
24080,Shaker Heights Police Dispatch,True
24104,Chester County Law Enforcement Dispatch,False
24105,Nassau County Fire - Battalion 6 and 9,False
24107,Utopia Fire and EMS,False
24112,Orangetown EMS - Analog,False
24141,Campbell County Fire and EMS,False
24150,"Benton County Sheriff, Fire and EMS, Ashland Police",False
24166,Stonewall Fire,False
24167,Lethbridge Fire,False
24168,Gilmer Fire,False
24189,Ohio State Highway Patrol District 5,False
24197,Ripley Volunteer Fire,False
24198,Centertown Fire,False
24227,Pulaski Fire,False
24233,San Luis Obispo City Fire Dispatch,False
24238,Las Palomas Fire,False
24240,Beatty Fire and EMS,False
24241,Johnston County Public Safety - Digital,False
24242,Richmond City Fire Dispatch,False
24246,Bossier County Fire Dist 1,False
24247,Audubon County Fire,False
24254,Hardyston Fire,False
24268,Tri-Cities Police and Fire,False
24276,Indian Harbor Beach Operations,False
24283,Bishop Fire,False
24290,Manville Fire,False
24293,Winterland Fire,False
24316,Harrison County Fire Dispatch,False
24330,Downriver Public Safety,False
24331,Rowena Fire,False
24348,Nantucket Fire,False
24350,Middle Township Ambulance,False
24351,"Humboldt County Law, Fire and EMS - Eureka and North",True
24359,Canaan Fire,False
24362,"Posey County Police, Fire and EMS ",False
24377,Carrollton Fire,False
24390,"Franklin County Sheriff, Fire and EMS, Malone Fire, State Police",False
24391,"Brunswick County Sheriff, Fire and EMS, NC Highway Patrol",True
24399,"Rock County Sheriff, Fire, EMS and PW",False
24404,Mendenhall Volunteer Fire,False
24409,Columbus Fire Ground,False
24410,Everett Fire,False
24415,"Fountain County Fire and EMS, Warren County EMS",False
24420,Lake Village Fire,False
24435,Charleston Fire,False
24454,"Rich County Sheriff, Fire, EMS and SAR",True
24479,Dennis Fire,False
24510,Booneville Rural Volunteer Fire,False
24513,Concan Fire,False
24524,Calhoun County EMS Dispatch,False
24536,North Marshall Fire,False
24546,Drew County Fire Departments,False
24547,Franklin County Fire Dispatch,False
24550,"Madison County Sheriff, Fire and EMS, Anderson Police",False
24557,"Chelan and Douglas Counties Sheriff, Fire and EMS, Washington State Patrol",False
24559,"Hildale and Colorado City Police, Fire / EMS",False
24580,Gibson County Public Safety,True
24582,"Yates County Sheriff, Fire and EMS",False
24587,Carbon County Public Safety,False
24592,Hall County EMS Dispatch - North,False
24602,Washita County Fire,False
24607,Lake County Fire,False
24616,Clinton County Fire and EMS Dispatch,True
24631,"Giles County Police, Fire and EMS",False
24644,Acton Fire Dispatch,False
24647,Van Buren County Fire and EMS,False
24671,San Saba County Sheriff Dispatch,False
24678,Wildwood Volunteer Fire,False
24681,"Defiance County Sheriff, City Police, Fire and EMS - Digital",True
24689,Rio Grande Fire,False
24690,Lazbuddie Fire,False
24713,Kanawha County Public Safety,False
24723,Yellow Medicine County Public Works,False
24725,Scenic Loop Volunteer Fire,False
24726,Cheshire Fire,False
24740,Pembroke Volunteer Fire,False
24750,Wicomico County Fire and EMS,False
24759,Brookfield Fire and EMS Dispatch,False
24763,Delta and Northern Gunnison Counties Public Safety,False
24766,"Glen Dale Fire and EMS, Marshall County Fire Dispatch",False
24773,New Ellenton Fire Dispatch,False
24779,New Baltimore Fire,False
24797,Central Panhandle Counties Public Safety,False
24798,"Muskingum County Sheriff, Fire and EMS - MARCS",False
24799,Hazleton Fire,False
24818,Monterey County Fire & EMS,False
24820,Fire Rescue Victoria,False
24848,Morris County Fire - Working Incident,False
24859,"Schuyler County  Sheriff, Fire and EMS",False
24868,Putnam County Fire and EMS,True
24877,"Twinsburg, Hudson and Reminderville Police, Fire / EMS",False
24883,San Juan Fire,False
24901,Yorktown EMS,False
24906,Haskell Volunteer Fire,False
24909,Ward 4 Fire Protection District,False
24910,Scobey EMS,False
24920,"Medina County Fire, Wadsworth Fire and EMS",False
24966,Sylvania Fire,False
24970,Cass County Fire and EMS Departments - Central,False
24999,Guadalupe County Fire,False
25003,Mercer County East Response 1 and 2,False
25008,Cleveland Police - West,False
25043,Maury Regional EMS,False
25047,Whiteside County Sheriff and Fire,False
25051,Addison Consolidated Fire Dispatch - South,False
25052,Fluvanna County Fire and EMS,False
25063,Tri-Community Volunteer Fire - Digital,False
25070,"Sevier County Police, Fire and EMS",False
25076,David Crockett Fire,False
25080,Centerville and Cedar Grove Fire District,False
25081,"Carroll County Sheriff, Carrollton Police and Fire",False
25087,Middlesex County Fire and EMS - Lower,False
25119,San Augustine Volunteer Fire,False
25128,Barto Fire,False
25131,Police sureter du Quebec trois Pistoles,False
25141,Taylor County Fire Dispatch,False
25164,Souhegan Valley Area and NH Forest Fire Service,False
25166,Talbot County Fire and EMS,False
25176,Brunswick County Public Safety - VIPER,False
25187,"Los Angeles County Sheriff Dispatch 3,8,9,13,14; California Highway Patrol: South LA & East LA; Downey Fire",False
25188,Hunter Fire,False
25197,Smyrna Fire Dispatch,False
25198,Dillingham Fire Rescue,False
25199,Huntington Manor Fire,False
25201,Gloucester County Fire Radio,True
25207,Scobey Fire,False
25219,Corning City Fire,False
25224,Bayou Vista Volunteer Fire,False
25247,New Rockford Fire,False
25280,Smyth County Public Safety,False
25284,Addison Consolidated Fire Dispatch - North,False
25285,Washington County Fire,False
25301,Woodbridge Fire Dispatch,False
25304,Terre Haute Public Safety and Vigo County Fire,False
25306,Alsip Fire,False
25308,Roachdale Fire,False
25312,Wilson County Rural Fire,False
25313,Fredonia Fire,False
25320,Luzerne County Police and Fire - Zone D,False
25331,Spencer Fire,False
25336,"Hardin County Sheriff and Fire, Savannah Police / Fire",False
25341,Miami County Fire and EMS - West Central,False
25350,Eagle Fire,False
25356,Strafford County Area Local Police and Fire,False
25358,Verona Fire,False
25359,Allegheny County Fire Ops 5 - West,True
25371,"Herkimer County Law, Fire and EMS Dispatch",False
25382,Caribou County Fire and EMS,False
25389,Clearwater Police - East,False
25395,Powers Lake Fire,False
25401,Olancha Cartago Fire,False
25424,Illinois Valley Regional Fire and EMS Dispatch,False
25459,Rising Star Fire,False
25473,Winnebago County Public Safety,True
25477,Allen Township Fire,False
25486,Chesterhill Fire,False
25487,Littleton Fire,False
25493,McGehee Fire and EMS,False
25494,Dillon County Fire Dispatch,False
25503,Thibodaux Volunteer Fire,False
25506,Fuego y EMS de Valparaiso,False
25516,Winston-Salem Fire,False
25532,Emery County Fire,False
25538,Sanilac County EMS,False
25566,Munson Fire,False
25567,Taylor Ferry Fire,False
25572,"Washington County Sheriff, Fire and EMS - East",False
25580,Knox County Fire and EMS Dispatch,False
25597,Thomaston Fire,False
25602,Geneseo Fire Protection District,False
25619,"Clay County Sheriff, Clay Center Police and EMS",False
25624,Riverdale EMS,False
25625,Duchesne County EMS,False
25628,Montville Fire and EMS,False
25648,Myrtle Beach Fire Rescue,False
25650,Berryville Fire,False
25656,Halesite Fire,False
25658,McKean County Fire,False
25674,Walpole Fire,False
25680,Anne Arundel County Fire and EMS,True
25696,"Olmsted County Police, Fire and EMS",True
25701,Warren County Fire,False
25737,Morgan County Fire and EMS,False
25757,Angeles National Forest Fire Net,False
25761,Ottawa County Public Safety,False
25787,West Warwick Fire,False
25795,Fordsville Fire,False
25804,Denton County Fire Departments,False
25807,"Newton County Fire and EMS Dispatch, Brook-Iroquois Township Fire",False
25811,San Joaquin County Fire and CHP,False
25831,Calumet Park Fire,False
25837,Chillicothe EMS,False
25838,Quanah Fire,False
25863,Jersey City Police,False
25878,Beach Park Fire,False
25880,Fontana Rescue,False
25881,CalFire Tulare Unit (TUU),False
25884,Linton Fire,False
25889,Manchester Fire and EMS,False
25890,Strasburg Rural Fire Protection District,False
25906,Baldwin County Fire and EMS,True
25915,Baldwin Fire,False
25918,Sanborn Fire and EMS,False
25924,"Otsego County Sheriff, Gaylord Police, MSP District 7",True
25929,Kanawha County Fire - North,False
25950,South Old Bridge Fire,False
25952,Bartlesville EMS,False
25953,Dewey Fire,False
25976,California Highway Patrol - Alameda County,False
25996,Hamburg Fire Control ,True
25998,Barnard Fire,False
26012,Boulder Fire,False
26032,Pearl River Ambulance,False
26041,Wyoming County Sheriff Dispatch,False
26046,Hopelawn Fire,False
26086,Jennings Fire,False
26091,Hamilton County Sheriff - East,False
26093,Cheshire Police and Fire Dispatch,False
26096,Merriwether Fire,False
26103,Bourne Fire,False
26104,Joint Base Fire,False
26105,West Barnstable Fire,False
26106,Wellfleet Fire,False
26107,Orleans Fire,False
26108,Mashpee Fire,False
26109,Harwich Fire,False
26110,Brewster Fire,False
26118,Kingston Fire and EMS Dispatch ,False
26120,MA State Police - Metro Boston Area,False
26122,Fair Lawn Borough Ambulance,False
26123,Fremont Rural Fire,False
26148,Monroe and Brown Counties Public Safety,False
26161,Hope Fire and EMS,False
26178,Maryland State Police Barracks I,False
26197,Grassy Knob Fire,False
26205,Ouachita County Sheriff Dispatch ,False
26222,Somerville Fire,False
26234,Lake City Fire,False
26244,Jefferson County Fire Dispatch,False
26257,Beverly Fire,False
26261,"Moncton, Dieppe and Riverview Fire Departments",False
26263,Tracy (South County) Fire,False
26272,Lake Township and Walbridge Police,True
26287,Crawford County Fire,False
26299,East Rutherford Fire,False
26300,Wolcott Ambulance,False
26301,Wolcott Fire,False
26302,Nevada County Public Safety - West,False
26304,Harrison County Law Enforcement ,False
26333,Comanche County Fire,False
26337,Oradell Fire Response,False
26342,Bienville Parish Fire District 6,False
26345,Ward 2 Fire District 1,False
26347,Faulkner Fire,False
26366,"Sandusky County Sheriff, Fire / EMS, Fremont and Clyde Police / Fire",True
26382,MOSWIN - MSHP Troop A and Warrensburg Police ,False
26400,Las Vegas and Clark County Fire,False
26401,Wichita and Sedgwick County Fire Resource / OPS-1,False
26402,Sundown Fire,False
26407,Brunswick County Fire Paging,False
26423,Medicine Hat Fire Dispatch,False
26429,Ashby Fire and EMS Dispatch ,False
26434,"Dallas County Sheriff, Fire and EMS, Perry Police",True
26435,NSW RFS - Hornsby GRN,True
26442,Cisco Fire Dispatch,False
26449,Mineral County Fire and EMS - West,False
26450,Cisco Fire Operations,False
26463,Buckskin Fire,False
26466,Woodpecker Fire,False
26485,Friona Fire and EMS,False
26554,Kiowa County Fire,False
26569,LAPD Dispatch - Valley Bureau,False
26572,Morgantown Fire,False
26575,Stanton County Fire,False
26582,"Parsippany Police, Fire and EMS - Digital",False
26600,Barber County Fire Dispatch - West,False
26601,Barber County Fire Dispatch - East,False
26616,Countryside Fire Protection District,False
26623,East Windsor Rescue Squad,False
26634,Angel Care Ambulance,False
26638,Chattooga County Public Safety ,False
26643,Costilla County Ambulance District,False
26644,Monte Alto Fire,False
26654,NSW RFS - Southern Border Team,False
26658,Happy Fire,False
26662,O'Donnell Fire,False
26668,Rumson Fire,False
26669,Sharon Springs Fire,False
26677,Minden Fire and Rescue ,False
26680,Fergus Falls Fire,False
26688,Washington County and Bristol City Public Safety,False
26692,Lehigh County Fire and Northampton County Fire Tac-5,True
26701,Garfield County Fire District 1,False
26703,Lancaster Fire,False
26719,Eldorado Fire,False
26722,"Pinellas County Sheriff and EMS, Clearwater / St. Petersburg Police",False
26745,Grenada County Fire Dispatch,False
26747,Richmond Lenox EMS,False
26751,Kiowa EMS,False
26764,"Tell City Police, Fire and EMS",False
26827,Colonia Fire,False
26851,Flora Fire,False
26857,Candler County Sheriff,False
26863,Lumsden Fire,False
26874,Macoupin and Montgomery Counties Public Safety Dispatch,False
26885,Lawrenceburg Fire,False
26886,Morris County EMS,False
26892,Boundary County Public Safety,False
26904,Kleberg County Fire,False
26911,"Wabash County Sheriff, Fire and EMS, Mount Carmel Police",False
26912,Allegheny County Fire Dispatch - West,True
26919,Culpeper County Public Safety,False
26923,Utah County Public Safety,False
26946,Pawnee County Sheriff and Fire Dispatch,False
26963,Kosciusko Fire,False
26964,"Grand Island Police, Fire and EMS",False
26972,DeSoto Fire District 8,False
26975,Napa Valley Law Enforcement,False
26977,South Plainfield Fire,False
26983,Phoenix Police Dispatch A -  Cactus Park,False
27010,Yazoo County Fire,False
27039,Morgan County Public Safety,False
27056,Greens Harbour and Hopeall Fire,False
27063,Montauk Rural Fire,False
27083,Wallington Fire,False
27099,"Essex, Essex Jct. and Westford Fire Departments",True
27109,Pleasant Plains Fire,False
27111,San Bernardino County Fire and EMS - South Desert Morongo Basin,False
27115,Goshen Volunteer Fire Company,False
27118,Clarion County Public Safety,False
27125,Boone County Fire and EMS,False
27134,"Ellis County Law, Fire and EMS",False
27136,Prince William County Fire,False
27147,Los Angeles County Sheriff Dispatch 7 (Lomita) and Dispatch 12 (South LA),False
27156,DeSoto and Hardee Counties Fire Rescue,False
27160,Allegany County Fire,False
27171,Beardstown Fire,False
27179,Placer County Law Enforcement and CAL Fire,False
27185,Green Creek Fire,False
27188,Union County Fire and EMS,False
27202,Jacksonburg Fire,False
27204,Stamford Fire and EMS - Digital,False
27239,Portage County Fire and EMS,True
27246,Conde Fire,False
27247,Spink County Emergency Management East,False
27251,"Washington City Fire, County Zone 1 Fire and EMS",False
27252,Oklahoma City Fire,False
27259,Deschutes County Police Dispatch,False
27261,Bend Police Dispatch,False
27265,Hendersonville Police Dispatch,False
27266,Washburn Fire and Ambulance,False
27283,North Augusta Police and Fire,False
27286,Sauk County Fire and EMS Paging,False
27289,Huntsville Police,True
27293,West Liberty Fire,False
27302,Amite County Fire Departments,False
27323,Avondale Volunteer Fire ,False
27328,Kokomo Police and Howard County Sheriff,False
27331,Rusk County Public Safety,False
27347,LaCrosse County Sheriff Dispatch,False
27351,New Milford Fire,False
27354,Lenoir County Fire and EMS Dispatch,False
27359,Collinsville Rural Fire,False
27364,Allegheny County Fire Ops 2 - South,True
27375,Guthrie Center Fire,False
27378,Larned Fire,False
27380,Steele County Fire Dispatch,False
27385,Guilford County Sheriff and Greensboro Police Dispatch,False
27404,Merrimack Police Dispatch,True
27406,"Bolton Police, Fire and Ambulance",False
27412,Dixie Inn Fire Protection District 7,False
27415,Illinois State Police - Troop 8 Collinsville (MetroEast),True
27422,Fort Lee Police Dispatch,False
27426,Paxton Fire,False
27431,Greenwood Fire - Central,False
27433,Greenwood Fire - South,False
27434,Greenwood Fire and EMS,False
27484,Sugar Creek Fire,False
27490,East Haddam Fire and EMS,True
27494,Jamestown Fire,False
27496,Bismark Rural Fire,False
27508,Hillman Fire Dispatch,False
27511,Elk County Sheriff,False
27552,"Warren County Police, Fire and EMS",False
27561,Kankakee County Fire and EMS Dispatch,False
27575,Lincoln County Sheriff,False
27584,Arcata Fire District,False
27589,Tishomingo County Fire - South,False
27590,Tishomingo County Fire - North,False
27595,Brunswick County Fire and Rescue,False
27623,Nyack EMS,False
27634,Strawn Fire,False
27669,Scott County Public Safety,False
27704,Piscataway Fire Ground - District 2,False
27705,Goodwater Fire,False
27712,Lone Pine Fire,False
27733,Richland Parish Fire District 8,False
27740,Kendall County Public Safety,False
27747,Rutherford Fire Dispatch,False
27748,Medina County Sheriff,False
27755,Howe Springs Fire Rescue ,False
27762,Emmet County Police Dispatch,False
27778,Springfield Police Dispatch,False
27785,North Hudson Regional Fire and Rescue,False
27786,Sagola Township Fire and EMS,False
27788,Scotland County EMS Dispatch,False
27792,Sussex County Fire Response 1 ,False
27793,Cromwell Fire and EMS,False
27805,Safford Fire,False
27816,"Venango County Fire Departments, Oil City Police",True
27830,Ocate Fire,False
27831,New Brunswick First Aid and Rescue,False
27834,Mahaska County Fire Dispatch,False
27841,Huntley Fire - Digital,False
27851,Minden Fire,False
27855,Dickinson County Public Safety,False
27861,Coker Creek Fire,False
27870,Gloucester County Fire/EMS,False
27886,Lowell Point Fire,False
27887,Windsor Fire,False
27888,Indian Harbor Beach Fire,False
27895,Conejos County EMS,False
27896,Stratford Hollow Fire,False
27898,Norfolk and Haldimand County Fire,False
27902,Streetsboro Fire Dispatch,True
27918,Norfolk City Police Dispatch - 1st Precinct,True
27925,Floydada EMS,False
27926,Jackson County Sheriff,False
27938,Van Wert County Public Safety,False
27942,Dover Police Dispatch 1,False
27945,"Grapevine Police, Fire and EMS",False
27956,Dauphin County Fire and EMS Dispatch - Digital,False
27962,"Catawba County Sheriff, Conover and Newton Police Dispatch, NC Highway Patrol Troop F",False
27974,Hillcrest Police Departments Dispatch,True
27977,Twiggs County Fire Rescue,False
27987,Mantador Fire,False
27993,Sykeston Fire,False
27994,Alexandria Fire Protection District ,False
27995,Whitefield Fire Rescue,False
28011,Epping Fire Rescue,False
28037,Ravenden Fire,False
28040,Eunice Fire and EMS,False
28049,Ridgefield Fire,False
