timestamp	step	target	active	ffmpeg	cpu_pct	rss_mb
2026-04-16T22:17:21Z	1	200	197	198	29.74	3244.03
2026-04-16T22:17:53Z	1	200	197	198	31.21	3260.42
2026-04-16T22:18:25Z	1	200	198	199	32.42	3288.06
2026-04-16T22:18:57Z	1	200	197	198	34.86	3287.04
2026-04-16T22:19:29Z	1	200	197	198	31.73	3293.18
2026-04-16T22:20:01Z	1	200	197	198	33.08	3306.5
2026-04-16T22:20:33Z	1	200	197	198	30.91	3317.76
2026-04-16T22:21:05Z	1	200	198	199	31.22	3341.31
2026-04-16T22:21:37Z	1	200	197	198	30.09	3337.22
2026-04-16T22:22:10Z	1	200	197	198	31.17	3347.46
2026-04-16T22:22:42Z	1	200	197	198	33.84	3352.58
2026-04-16T22:23:14Z	1	200	197	198	30.65	3358.72
2026-04-16T22:23:46Z	1	200	197	198	32.26	3362.82
2026-04-16T22:24:18Z	1	200	197	198	29.06	3369.98
2026-04-16T22:24:50Z	1	200	197	198	31.27	3375.1
2026-04-16T22:25:22Z	1	200	196	197	31.48	3363.84
2026-04-16T22:25:54Z	1	200	196	197	29.67	3366.91
2026-04-16T22:26:26Z	1	200	196	197	32.27	3375.1
2026-04-16T22:26:58Z	1	200	194	195	33.30	3347.46
2026-04-16T22:32:31Z	2	500	481	483	74.44	8020.99
2026-04-16T22:33:03Z	2	500	479	480	72.16	7971.84
2026-04-16T22:33:35Z	2	500	482	483	72.49	8044.54
2026-04-16T22:34:07Z	2	500	480	481	70.70	8034.3
2026-04-16T22:34:39Z	2	500	481	483	78.41	8082.43
2026-04-16T22:35:11Z	2	500	482	483	78.94	8098.82
2026-04-16T22:35:43Z	2	500	482	483	78.53	8122.37
2026-04-16T22:36:15Z	2	500	483	484	71.15	8145.92
2026-04-16T22:36:47Z	2	500	481	482	74.30	8131.58
2026-04-16T22:37:20Z	2	500	481	482	69.15	8145.92
2026-04-16T22:37:52Z	2	500	481	482	71.09	8154.11
2026-04-16T22:38:24Z	2	500	482	483	78.46	8181.76
2026-04-16T22:38:56Z	2	500	482	483	82.39	8185.86
2026-04-16T22:39:28Z	2	500	482	483	77.19	8200.19
2026-04-16T22:40:00Z	2	500	482	483	75.03	8205.31
2026-04-16T22:40:32Z	2	500	482	483	74.26	8211.46
2026-04-16T22:41:04Z	2	500	483	484	70.09	8236.03
2026-04-16T22:41:36Z	2	500	483	484	72.22	8244.22
2026-04-16T22:42:09Z	2	500	483	484	76.18	8254.46
2026-04-16T22:47:41Z	3	800	778	779	120.22	13015
2026-04-16T22:48:13Z	3	800	777	778	126.81	13025.3
2026-04-16T22:48:46Z	3	800	777	778	116.14	13045.8
2026-04-16T22:49:18Z	3	800	778	779	120.60	13066.2
2026-04-16T22:49:50Z	3	800	783	784	120.99	13158.4
2026-04-16T22:50:22Z	3	800	780	781	123.53	13137.9
2026-04-16T22:50:54Z	3	800	778	778	125.88	13107.2
2026-04-16T22:51:26Z	3	800	777	778	122.27	13117.4
2026-04-16T22:51:59Z	3	800	776	777	122.25	13127.7
2026-04-16T22:52:31Z	3	800	776	777	119.22	13148.2
2026-04-16T22:53:03Z	3	800	777	778	119.57	13178.9
2026-04-16T22:53:35Z	3	800	778	779	121.57	13189.1
2026-04-16T22:54:07Z	3	800	778	779	123.45	13209.6
2026-04-16T22:54:40Z	3	800	778	779	124.15	13209.6
2026-04-16T22:55:12Z	3	800	776	778	119.97	13209.6
2026-04-16T22:55:44Z	3	800	776	777	123.66	13199.4
2026-04-16T22:56:16Z	3	800	776	777	122.36	13209.6
2026-04-16T22:56:48Z	3	800	776	777	118.89	13209.6
2026-04-16T22:57:21Z	3	800	777	778	126.16	13240.3
